Date,Price,Geo_lat,Geo_lon,Building_type
2018-09-08,2600000,45.053041,38.851822,2
2018-09-08,1650000,54.5949431,52.4436141,3
2018-09-08,1750000,45.145576,38.9944556,2
2018-09-08,2591000,44.7109441,37.7773073,2
2018-09-08,2600000,45.0687201,38.9508366,2
2021-01-01,8000000,43.4764253,39.9024211,3
2021-01-01,2197000,51.5034082,46.1579123,3
2021-01-01,2451300,56.7801124,60.6993548,0
2021-01-01,8463200,59.7560585,30.3664497,0
2021-01-01,5890000,56.838607,60.605514,4
2021-01-01,2881540,51.5034082,46.1579123,3
2021-01-01,5020000,51.8374815,107.5791787,0
2021-01-01,8000000,61.23942,73.43794,0
2021-01-01,50457103,43.5854551,39.7231548,0
2021-01-01,7600000,56.8284715,60.5885695,3
2021-01-01,10503090,55.8054647,37.7144696,3
2021-01-01,41148764,43.5854551,39.7231548,0
2021-01-01,16605790,55.6776405,37.5870576,3
2021-01-01,4532000,44.8997618,37.3301085,3
2021-01-01,1470000,54.4869628,53.4832646,4
2021-01-01,2927701,55.4624497,37.700041,0
2021-01-01,2349000,47.245924,39.689961,0
2021-01-01,2224200,47.245924,39.689961,0
2021-01-01,550000,58.314873,44.747267,6
2021-01-01,1620000,48.77528,44.801166,0
2021-01-01,1500000,45.0509707,34.60449,4
2021-01-01,1000000,53.962763,38.1637751,5
2021-01-01,2200000,48.597074,44.424152,2
2021-01-01,3000000,54.910457,52.2763338,1
2021-01-01,1050000,55.0793602,21.8934673,4
2021-01-01,1020000,52.969124,36.059994,0
2021-01-01,3100000,64.512115,40.66939,2
2021-01-01,18000000,56.0116624,92.8900974,4
2021-01-01,7900000,59.8913945,30.4647111,2
2021-01-01,1500000,55.94756,37.343775,0
2021-01-01,1650000,47.3161942,39.7934183,2
2021-01-01,3143300,51.5034082,46.1579123,3
2021-01-01,25173570,55.7403565,37.5227471,0
2021-01-01,16294780,55.6776405,37.5870576,3
2021-01-01,2460000,56.1264545,40.3466688,2
2021-01-01,2376000,47.245924,39.689961,0
2021-01-01,2398500,47.245924,39.689961,0
2021-01-01,5200000,45.0922453,39.0083362,3
2021-01-01,5700000,44.6889835,37.7918159,3
2021-01-01,1350000,53.107281,48.423317,0
2021-01-01,2660000,45.132986,42.021168,4
2021-01-01,6250000,54.705345,20.52301,4
2021-01-01,2200000,54.4197216,86.305155,0
2021-01-01,2450000,53.264081,34.3243089,0
2021-01-01,2509000,56.8891225,60.6206474,5
2021-01-01,3650000,44.7377454,37.7305128,3
2021-01-01,2500000,44.7837421,37.6991944,3
2021-01-01,3700000,48.1781661,40.7926979,4
2021-01-01,1600000,45.1024303,39.0339752,4
2021-01-01,7400000,55.766357,37.712868,3
2021-01-01,2300000,57.6411167,39.8206923,0
2021-01-01,1650000,56.0682218,44.1474797,2
2021-01-01,2220000,52.587696,39.523726,0
2021-01-01,4600000,44.7377454,37.7305128,3
2021-01-01,1800000,54.945149,82.959938,2
2021-01-01,2150000,54.4815311,53.4655972,0
2021-01-01,2750000,55.3381227,86.0634719,4
2021-01-01,590000,53.990941,48.328464,0
2021-01-01,3000000,55.7401645,37.5469942,4
2021-01-01,8865000,59.8511787,30.4116573,4
2021-01-01,3000000,56.636802,47.8279808,4
2021-01-01,16769040,55.6776405,37.5870576,3
2021-01-01,2499000,54.8218993,56.1134263,2
2021-01-01,3400000,44.890434,37.34177,3
2021-01-01,6300000,45.046412,38.979203,3
2021-01-01,3960000,53.2088357,50.1797925,2
2021-01-01,1800000,43.0399138,44.2237601,2
2021-01-01,6220000,51.8374815,107.5791787,0
2021-01-01,5350000,56.0559108,92.8962619,1
2021-01-01,3550000,54.684059,20.571833,0
2021-01-01,8200000,45.1274616,38.9633307,3
2021-01-01,4450000,55.920769,37.880171,3
